,논문제목,연도,링크
882,슬릿 램프용 대역 투과필터 제작 및 특성연구,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3f504c0a4478c767c85d2949c297615a&keyword=
883,컴퓨터 그래픽 모델을 이용한 족부 관절의 생체역학적 해석,2003,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=10edbf7aed17d4ace9810257f7042666&keyword=
884,전북지역 급성 ST 분절 상승 심근경색증 환자의 119 이용 실태,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b0dff850fba9c7ba7ecd42904f0c5d65&keyword=
885,인지재활에서 고기능 인지 평가도구 사용에 관한 문헌고찰: 집행기능을 중심으로,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7cc554a3c55243a54884a65323211ff0&keyword=
886,노년기 장애에 영향을 미치는 요인들에 관한 연구,2010,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=ed7f254e00b249c6b7998d826d417196&keyword=
887,비지도 특징학습을 위한 커널 기반 제한된 볼츠만 머신,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=f6e7e32fea32269dd18150b21a227875&keyword=
888,은닉변수 신경망 모델에 기반한 정보 탐색,2003,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b2443edcfd8ad830ffe0bdc3ef48d419&keyword=
889,관상동맥 스텐트를 삽입한 급성 심근경색 환자의 사망 관련 요인에 대한 다수준 분석,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=8905b97d9d743a456aae8a972f9116fb&keyword=
890,오마하 시스템 가이드라인의 스마트폰 애플리케이션 개발,2010,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b644049a4de60865ffe0bdc3ef48d419&keyword=
891,간호대학생 대상 시뮬레이션 기반 재난 간호 교육 프로그램: 체계적 문헌고찰,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=076cf13329feb9f74884a65323211ff0&keyword=
892,학업 스트레스가 우울에 미치는 영향과 성역할 고정관념의 조절효과,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=a884bf33cdb87eaf7ecd42904f0c5d65&keyword=
893,청소년 중비행의 촉발 및 반복에 영향을 미치는 스트레스 요인에 관한 연구,2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b729168bfec650d17ecd42904f0c5d65&keyword=
894,외상성 뇌손상 운전자의 운전능력과 측정방법에 관한 체계적 고찰,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=2d6992e3efd1192bb7998d826d417196&keyword=
895,건강보험급여 기반의 작업치료 진료행위 현황에 관한 연구 : 2011~2015년,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=85e9a616b1aff853e9810257f7042666&keyword=
896,Analysis of Corneal Asphericity according to Age and Gender,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c633168322a012d547de9c1710b0298d&keyword=
897,결혼이민자의 차별경험과 주관적 건강수준 간의 연관성: 출신지역과 성별 차이를 중심으로,2015,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=576129a34da9d8466aae8a972f9116fb&keyword=
898,$PRESAGE^{REU}$ 겔 선량계의 분석 및 정도 관리 도구 개발,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b6d1a4a438441a24e9810257f7042666&keyword=
899,F-18 FDG PET/MRI와 PET/CT 전신 영상에서 VOI를 이용한 정상부위의 $SUV_{LBM}$-최대치에 의한 영상평가,2013,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=87a96062beab4ee0b7998d826d417196&keyword=
900,아동의 정서학대 경험 수준이 학교생활적응에 미치는 영향: 자아존중감의 조절효과 검증,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=d4a71c2737b95c01d18150b21a227875&keyword=
901,작업치료 서비스 이용 여부와 노인의 인지 기능의 연관성: 노인코호트 DB를 사용하여,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=4b89f16e53e8dda3b36097776a77e665&keyword=
902,2016년-2020년 ‘취학 전 어린이 약시 추후관리 사업’  분석,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=d39427df9929367b6aae8a972f9116fb&keyword=
903,"연령, 성, 지역, 사회경제적 상태에 따른백내장의 유병률과 오즈비 분석",2013,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=fe5c488662d280ced18150b21a227875&keyword=
904,ICT임상시험 시스템 적용을 위한 개인신분확인모듈이 결합된 맥박수계 개발,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=62d3aaa914edeb217ecd42904f0c5d65&keyword=
905,일본 기혼여성의 취업 및 취업형태 결정요인,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=a884bf33cdb87eaf4884a65323211ff0&keyword=
906,세대에 따른 근시 분포 변화와 진행률 비교,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=09176ef98037d5d6e9810257f7042666&keyword=
907,말기암환자 정보시스템을 이용한 우리나라 암환자 완화의료기관의 이용현황,2010,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=13ea766d15c864f1b36097776a77e665&keyword=
908,가속화된 정체 - 블랙홀로부터의 탈출 -가타리와 슈타이얼의 ‘포스트-미디어’ 개념을 중심으로,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=cfee2877379767b34884a65323211ff0&keyword=
909,3축 가속도 센서를 이용한 보행 불균형 평가 시스템에 관한 연구,2015,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=20f14aa74a83f1a67f7a54760bb41745&keyword=
910,건강장애아동 및 청소년들의 신체기능 증진에 대한 중재 : 체계적 고찰,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b5283f51d627c32147de9c1710b0298d&keyword=
911,일 도시 청년 인구의 불안 우울 공존 증상 네트워크 분석,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=81254cbc9874f31db7998d826d417196&keyword=
912,국내 백내장수술과 향후 의료비용 연구,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=a49a5eb9bb0ebdf5e9810257f7042666&keyword=
913,치매 환자의 보조기기 적용에 대한 체계적 고찰,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7aa385d81195054e7f7a54760bb41745&keyword=
914,"가정환경수정 대상자의 주거환경, 주관적 건강상태, 인지기능이 일상생활활동에 미치는 영향",2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=be91c453f93a5ee36aae8a972f9116fb&keyword=
915,도시와 농산어촌 아동청소년의 복지와 여가수준 비교연구,2009,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=d379e0ca3161209fffe0bdc3ef48d419&keyword=
916,"위기의 청소년들: 자살 생각, 계획, 시도에 영향을 미치는 요인 비교",2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=853c5c34dd98d088b7998d826d417196&keyword=
917,기계 학습을 이용한 한의학 처방 분석 방안,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e66eef9057f60809c85d2949c297615a&keyword=
918,독거노인의 자살위험 영향요인에 관한 연구: 고독감의 영향 및 무망감의 매개효과 검증을 중심으로,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=93ffddfc1b445d0e4884a65323211ff0&keyword=
919,뇌졸중 환자를 위한 작업치료사의 가정 기반 중재에 관한 체계적 고찰,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6ca06927238a3e357f7a54760bb41745&keyword=
920,노인들의 글 읽기에서 나타나는 눈의 움직임 양상과 읽기 노출의 필요성,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7821853ce4c2c96db36097776a77e665&keyword=
921,심미치의학 영역에서 동적 교합을 나타내는 가상 환자의 형성을 통한 전치부 보철 수복 증례,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=88e2931a67fd86014884a65323211ff0&keyword=
922,한국의 비정규직 고용과 건강 연구에 대한 체계적 문헌고찰,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=bcbcb5083f228384b7998d826d417196&keyword=
923,치매환자의 삼킴장애 중재에 관한 체계적 고찰,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7055a98c7eb9176e6aae8a972f9116fb&keyword=
924,도시지역 거주 노인의 여가시설 이용 유형과 특성에 관한 연구: 여가시설 이용노인을 중심으로,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=94858af65b064804e9810257f7042666&keyword=
925,흉부 4D CT에서 호흡 변화에 대한 일시 중지 및 재개 방법의 유용성 평가,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=1fd40669bd667e32c85d2949c297615a&keyword=
926,운전자용 모빌리티 좌석 설계를 위한 편마비장애인과 비장애인 인체측정 비교,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7cf7bf3730fdd2f5b7998d826d417196&keyword=
927,국내 문제음주자 대상 비약물적 중재 프로그램의 효과: 체계적 문헌고찰 및 메타분석,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b61d5cd2b9a915a3d18150b21a227875&keyword=
928,성인에게 적용된 감각통합 중재에 대한 체계적 고찰,2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=2c7fb4920bdad214b36097776a77e665&keyword=
929,비만인 대학생의 주관적 건강상태 인식의 영향요인,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=8dfe03ecb9565238b7998d826d417196&keyword=
930,"금연 하고자 하는 대학생의 흡연동기, 흡연행동, 스트레스, 금연자기효능이 건강증진행위에 미치는 영향",2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=55458033fb9b22a747de9c1710b0298d&keyword=
931,상급종합병원 외과계 전담간호사(Physician Assistant)의 직무 역할: 내용분석,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=456854f5c23cc230e9810257f7042666&keyword=
932,작업치료 원격건강관리(Telehealth) 서비스에 대한 체계적 고찰,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=699cffa0e5eed15f6aae8a972f9116fb&keyword=
933,학교기반 작업치료에 관한 체계적 고찰,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7e004dac416d41557f7a54760bb41745&keyword=
934,노출평가를 위한 TLV 근거 - 2-BUTOXYETHANOL(8),2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c610333b2779bc5ad18150b21a227875&keyword=
935,청년 1인가구의 사회적 관계,2018,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=378b5938bca0bce5b36097776a77e665&keyword=
936,영아에서의 침습 B군 사슬알균 감염증 및 혈청형 분석: 2개 대학병원 연구,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=9ae97136e37004a447de9c1710b0298d&keyword=
937,뇌척수액에서 항 Glutamic acid decarboxylase 항체검사의 참고치 설정,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=8a8ee73d4a8d14c947de9c1710b0298d&keyword=
938,정신보건 작업치료의 효과에 관한 체계적 고찰,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=773bc9e395be3ae5ffe0bdc3ef48d419&keyword=
939,TTBA (Tandem Traction Bow Appliance) 장착 시 스트레인게이지를 이용한 악골의 변형률 변화,2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=03f6bbd2cb93c46b7f7a54760bb41745&keyword=
940,불확도를 고려한 골격성 3급 부정교합 환자의 측방 두부방사선영상 계측값의 측정,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=86a5ebc491e3b57ec85d2949c297615a&keyword=
941,중환자실 섬망 환자와 비섬망 환자 구분에 기여하는 임상 지표에 관한 연구,2019,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=1e3d49a46bb45ef6d18150b21a227875&keyword=
942,List Mode에서 PET/CT Scanner의 직선성 평가,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=aef5499d3ddfdc4947de9c1710b0298d&keyword=
943,감각통합중재 효과에 관한 체계적 고찰,2009,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3b93b367d8549cbcffe0bdc3ef48d419&keyword=
944,사회복지사 1급 국가자격 취득이 소득 및 노동이동에 미치는 영향,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=4db8bc6a78e0657f7ecd42904f0c5d65&keyword=
945,반복법을 사용한 단층영상 재구성을 위한 투사기 및 역투사기의 고속 구현,2003,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=fe7e752e2d107846b7998d826d417196&keyword=
946,노인의 여가복지시설 이용의 저해요인: 지역의 유형화 차이를 중심으로,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3539f1cfa438c184b36097776a77e665&keyword=
947,세균 분류학의 기본 개념들,2012,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=436e4842f6081ac07ecd42904f0c5d65&keyword=
948,인체 뇌 대사물질에서의 In vitro 2D-COSY와 2D-NOESY 스펙트럼 분석 평가,2008,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=c3efc9c0652dabaad18150b21a227875&keyword=
949,"만 5세의 가정 내 부정적 아동기 경험(ACE)이 초등학교 1학년, 4학년 아동의 학교적응과 사회정서발달에 미치는 영향",2022,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e8ed43575c3650ddb36097776a77e665&keyword=
950,뇌성마비를 대상으로 인지기반 작업수행(Cognitive Orientation to daily Occupational Performance; CO-OP) 중재에 대한 체계적 고찰,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=a8ce950c276808c37ecd42904f0c5d65&keyword=
951,만성폐쇄성폐질환 환자를 대상으로 흡기와 호기 시에 시행된 전산화단층촬영에서 폐기종지수를 구하기 위한 역치에 대한 연구: 폐기능검사와의 연관도에의 영향,2008,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7bfbed832cd616b37ecd42904f0c5d65&keyword=
952,관성센서를 이용한 버그균형검사 점수 분류 연구,2017,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=2322535b15b00267b36097776a77e665&keyword=
953,"임상간호사의 고통경험, 공감역량 및 돌봄행위가 임종간호수행에 미치는 영향",2015,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=3312251114b5356a4884a65323211ff0&keyword=
954,심근관류 SPECT에서 움직임 보정 방법들의 비교,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=819dd3345b80e1b94884a65323211ff0&keyword=
955,부모의 부정적 양육태도가 청소년의 공격성에 미치는 영향: 자아존중감과 스마트폰 의존의 매개 효과,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=6c4c05a1261db5bd7f7a54760bb41745&keyword=
956,인공각막제작을 위한 각막의 기하학적 형상 연구,2014,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=01c3f2aaff49f95bb7998d826d417196&keyword=
957,휠체어 사용 장애인을 위한 욕창예방방석의 중재와 효과 측정 방법 : 체계적 고찰,2016,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b75c136b887d86f1c85d2949c297615a&keyword=
958,부모의 사회·경제적 요인과 초등학생의 눈 건강과의 관계 분석,2011,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=0e9f84ee8e53c2677ecd42904f0c5d65&keyword=
959,부산ㆍ경북지역 초ㆍ중학교 급식메뉴의 나트륨 함량 및 학생들의 나트륨 섭취 실태 조사,2010,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e0aeeec2c3cb09a3ffe0bdc3ef48d419&keyword=
960,채널 환경 변화에 따른 딥러닝 기반 자동 변조 분류기법 성능 분석,2021,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=b83373e048368f65d18150b21a227875&keyword=
961,수면장애 아동을 위한 사회적 이야기 중재 효과: 체계적 고찰,2023,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=e9260a3b5653329347de9c1710b0298d&keyword=
962,F-18 FDG PET/CT 전신 영상에서 SUVs 측정에 기반한 조기/정밀 진단 연구,2013,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=320d33c42a545f12b7998d826d417196&keyword=
963,자폐 스펙트럼 장애 아동의 섭식 문제를 위한 부모교육의 효과 : 체계적 고찰,2020,/search/detail/DetailView.do?p_mat_type=1a0202e37d52c72d&control_no=7981274d7f95530ec85d2949c297615a&keyword=
